,tweet_text,tokenized_text,Subjectivity,polarity,nb_pronouns,nb_numerals,nb_exclm,nb_ques,count_modal_verbs,count_wh_words,nb_slang,label
2660,#Hagupit's rains have left and the sun's out but sprawling fields will be flooded for days @AJEnglish @AJElive http://t.co/mxFOjMbHdy,"['#', 'Hagupit', ""'s"", 'rains', 'left', 'sun', ""'s"", 'sprawling', 'fields', 'flooded', 'days', '@', 'AJEnglish', '@', 'AJElive', 'http', ':', '//t.co/mxFOjMbHdy']",0.0,0.0,0,0,0,0,0,0,0,caution_and_advice
2661,RT @aguywhoquotes: No matter what happen God is always there for us.ὠAὉ6ὤF #RubyPH,"['RT', '@', 'aguywhoquotes', ':', 'No', 'matter', 'happen', 'God', 'always', 'us.ὠAὉ6ὤF', '#', 'RubyPH']",0.0,0.0,0,0,0,0,0,0,0,not_related_or_irrelevant
2662,RT @gmanews: #WalangPasok: List of Dec. 8-9 class suspensions due to Typhoon #RubyPH http://t.co/8dRmKEy7Ae http://t.co/PQfBKhGCCm,"['RT', '@', 'gmanews', ':', '#', 'WalangPasok', ':', 'List', 'Dec.', '8-9', 'class', 'suspensions', 'due', 'Typhoon', '#', 'RubyPH', 'http', ':', '//t.co/8dRmKEy7Ae', 'http', ':', '//t.co/PQfBKhGCCm']",0.375,-0.125,0,0,0,0,0,0,0,other_useful_information
2663,RT @ABSCBNChannel2: What a monster! #Hagupit #RubyPH http://t.co/SKGmOJng0i,"['RT', '@', 'ABSCBNChannel2', ':', 'What', 'monster', '!', '#', 'Hagupit', '#', 'RubyPH', 'http', ':', '//t.co/SKGmOJng0i']",0.0,0.0,0,0,1,0,0,1,0,other_useful_information
2664,RT @InqNational: No more Globe signal in Eastern Samar. | @maricarcinco #RubyPH,"['RT', '@', 'InqNational', ':', 'No', 'Globe', 'signal', 'Eastern', 'Samar', '.', '|', '@', 'maricarcinco', '#', 'RubyPH']",0.5,-0.25,0,0,0,0,0,0,0,other_useful_information
2665,RT @ANCALERTS: Ranulfo Docdocan reports Tacloban evacuation centers hosted nearly 41000 people many of them from danger zones. #RubyPH,"['RT', '@', 'ANCALERTS', ':', 'Ranulfo', 'Docdocan', 'reports', 'Tacloban', 'evacuation', 'centers', 'hosted', 'nearly', '41000', 'people', 'many', 'danger', 'zones', '.', '#', 'RubyPH']",0.45,0.3,1,1,0,0,0,0,0,displaced_people_and_evacuations
2666,RT @BBCtrending: #Hagupit: The super typhoon heading for the #Philippines http://t.co/OYCv5SeEZ1,"['RT', '@', 'BBCtrending', ':', '#', 'Hagupit', ':', 'The', 'super', 'typhoon', 'heading', '#', 'Philippines', 'http', ':', '//t.co/OYCv5SeEZ1']",0.6666666666666666,0.3333333333333333,0,0,0,0,0,0,0,caution_and_advice
2667,RT @cebugovph: #RubyPH #Weather #Advisory Public Storm Warning Signal #2 (Winds of 61-100 kph is expected in at least 24 hrs)... http://t.c…,"['RT', '@', 'cebugovph', ':', '#', 'RubyPH', '#', 'Weather', '#', 'Advisory', 'Public', 'Storm', 'Warning', 'Signal', '#', '2', '(', 'Winds', '61-100', 'kph', 'expected', 'least', '24', 'hrs', ')', '...', 'http', ':', '//t.c…']",0.2888888888888889,-0.13333333333333333,0,2,0,0,0,0,0,caution_and_advice
2668,RT @ABSCBNNews: PAGASA: #RubyPH expected to make landfall Satuday night or Sunday morning in Eastern or Norther Samar,"['RT', '@', 'ABSCBNNews', ':', 'PAGASA', ':', '#', 'RubyPH', 'expected', 'make', 'landfall', 'Satuday', 'night', 'Sunday', 'morning', 'Eastern', 'Norther', 'Samar']",0.4,-0.1,0,0,0,0,0,0,0,caution_and_advice
2669,RT @alliharvard: dear #RubyPH please gtfo but leave this beautiful cold weather ☔️❄️,"['RT', '@', 'alliharvard', ':', 'dear', '#', 'RubyPH', 'please', 'gtfo', 'leave', 'beautiful', 'cold', 'weather', '☔️❄️']",1.0,0.125,0,0,0,0,0,0,0,not_related_or_irrelevant
2670,At 10 pm today #RubyPH was at the vicinity of Dolores E. Samar located 140 kms. east southeast of Catarman N. Samar.,"['At', '10', 'pm', 'today', '#', 'RubyPH', 'vicinity', 'Dolores', 'E.', 'Samar', 'located', '140', 'kms', '.', 'east', 'southeast', 'Catarman', 'N.', 'Samar', '.']",0.0,0.0,0,2,0,0,0,0,0,other_useful_information
2671,I heard theres a typhoon in philippines I hope everyone is okay! Rain or shine the concert must continue right PH ARMY's @BTS_PHARMY,"['I', 'heard', 'theres', 'typhoon', 'philippines', 'I', 'hope', 'everyone', 'okay', '!', 'Rain', 'shine', 'concert', 'must', 'continue', 'right', 'PH', 'ARMY', ""'s"", '@', 'BTS_PHARMY']",0.5178571428571428,0.45535714285714285,2,0,1,0,1,0,0,sympathy_and_emotional_support
2672,RT @govph: PAGASA: #RubyPH to make landfall Saturday evening over the Eastern Samar-Northern Samar area with 4-5-meter storm surge and hea…,"['RT', '@', 'govph', ':', 'PAGASA', ':', '#', 'RubyPH', 'make', 'landfall', 'Saturday', 'evening', 'Eastern', 'Samar-Northern', 'Samar', 'area', '4-5-meter', 'storm', 'surge', 'hea…']",0.0,0.0,0,0,0,0,0,0,0,caution_and_advice
2673,National regional and local emergency hotlines in #RubyPH-hit areas: http://t.co/NBzsBoUCef http://t.co/5Hj3KDr7pZ,"['National', 'regional', 'local', 'emergency', 'hotlines', '#', 'RubyPH-hit', 'areas', ':', 'http', ':', '//t.co/NBzsBoUCef', 'http', ':', '//t.co/5Hj3KDr7pZ']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
2674,As of 2014-12-08T06:00   #Hagupit ##RubyPH  Storm Name: HAGUPIT Storm Type: Severe Tropical… http://t.co/pcyKWA2lhO,"['As', '2014-12-08T06:00', '#', 'Hagupit', '#', '#', 'RubyPH', 'Storm', 'Name', ':', 'HAGUPIT', 'Storm', 'Type', ':', 'Severe', 'Tropical…', 'http', ':', '//t.co/pcyKWA2lhO']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
2675,RT @WFP: Help us reach children &amp; families in the #Philippines hit by Typhoon #Hagupit RT &amp; donate now http://t.co/7bk218temb http://t.co/…,"['RT', '@', 'WFP', ':', 'Help', 'us', 'reach', 'children', '&', 'amp', ';', 'families', '#', 'Philippines', 'hit', 'Typhoon', '#', 'Hagupit', 'RT', '&', 'amp', ';', 'donate', 'http', ':', '//t.co/7bk218temb', 'http', ':', '//t.co/…']",0.0,0.0,1,0,0,0,0,0,0,donation_needs_or_offers_or_volunteering_services
2676,RT @rapplerdotcom: A baby girl was born in the midst of #RubyPH!  More on baby Ruby on today's #wRap: http://t.co/SDGqPnBu23,"['RT', '@', 'rapplerdotcom', ':', 'A', 'baby', 'girl', 'born', 'midst', '#', 'RubyPH', '!', 'More', 'baby', 'Ruby', 'today', ""'s"", '#', 'wRap', ':', 'http', ':', '//t.co/SDGqPnBu23']",0.5,0.5,0,0,1,0,0,0,0,other_useful_information
2677,#askjames #MimpikuSederhana #NETMiliuner_1 #RubyPH Oh god it's a guy or a girl?I'm in shock. http://t.co/3mbfQbHA3F 89,"['#', 'askjames', '#', 'MimpikuSederhana', '#', 'NETMiliuner_1', '#', 'RubyPH', 'Oh', 'god', ""'s"", 'guy', 'girl', '?', 'I', ""'m"", 'shock', '.', 'http', ':', '//t.co/3mbfQbHA3F', '89']",0.0,0.0,2,1,0,1,0,0,0,not_related_or_irrelevant
2678,“@AdamsonUni: Classes and work at all levels will still be suspended for tomorrow December 9. #walangpasok”,"['“', '@', 'AdamsonUni', ':', 'Classes', 'work', 'levels', 'still', 'suspended', 'tomorrow', 'December', '9', '.', '#', 'walangpasok', '”']",0.0,0.0,0,1,0,0,0,0,0,other_useful_information
2679,After last year's devastating #Hayan once again #Philippines now prepares to face #Hagupit #typhoon,"['After', 'last', 'year', ""'s"", 'devastating', '#', 'Hayan', '#', 'Philippines', 'prepares', 'face', '#', 'Hagupit', '#', 'typhoon']",0.5333333333333333,-0.5,0,0,0,0,0,0,0,other_useful_information
2680,RT @officialdohgov: RED rainfall advisory still up over E. Visayas due to #RubyPH. On what these advisories mean: http://t.co/jGn9RIq2PM ht…,"['RT', '@', 'officialdohgov', ':', 'RED', 'rainfall', 'advisory', 'still', 'E.', 'Visayas', 'due', '#', 'RubyPH', '.', 'On', 'advisories', 'mean', ':', 'http', ':', '//t.co/jGn9RIq2PM', 'ht…']",0.3541666666666667,-0.14583333333333334,0,0,0,0,0,0,0,caution_and_advice
2681,RT @ANCALERTS: (2/3) Signal #2: northern Antique Aklan Semirara Group of Islands Capiz northern Iloilo #RubyPH,"['RT', '@', 'ANCALERTS', ':', '(', '2/3', ')', 'Signal', '#', '2', ':', 'northern', 'Antique', 'Aklan', 'Semirara', 'Group', 'Islands', 'Capiz', 'northern', 'Iloilo', '#', 'RubyPH']",1.0,-0.75,0,1,0,0,0,0,0,not_related_or_irrelevant
2682,Scary another possible Super Typhoon heading to the Philippines... International name Typhoon Hagupit… http://t.co/t0KHhmdE5D,"['Scary', 'another', 'possible', 'Super', 'Typhoon', 'heading', 'Philippines', '...', 'International', 'name', 'Typhoon', 'Hagupit…', 'http', ':', '//t.co/t0KHhmdE5D']",0.6666666666666666,-0.04166666666666667,0,0,0,0,0,0,0,caution_and_advice
2683,RT @ABSCBNNews: UPDATE: Public Storm Warning Signals as per PAGASA's 11 p.m. weather bulletin. #RubyPH #Hagupit http://t.co/7hstokl3Sm,"['RT', '@', 'ABSCBNNews', ':', 'UPDATE', ':', 'Public', 'Storm', 'Warning', 'Signals', 'per', 'PAGASA', ""'s"", '11', 'p.m.', 'weather', 'bulletin', '.', '#', 'RubyPH', '#', 'Hagupit', 'http', ':', '//t.co/7hstokl3Sm']",0.06666666666666667,0.0,0,1,0,0,0,0,0,caution_and_advice
2684,RT @FarEasternU: Classes in FEU Makati are also suspended tomorrow December 9 2014. Stay safe Tams. #walangpasok,"['RT', '@', 'FarEasternU', ':', 'Classes', 'FEU', 'Makati', 'also', 'suspended', 'tomorrow', 'December', '9', '2014', '.', 'Stay', 'safe', 'Tams', '.', '#', 'walangpasok']",0.5,0.5,0,2,0,0,0,0,0,caution_and_advice
2685,RT @DanLindsey77: Typhoon #Hagupit from #VIIRS doesn't look unlike a hurricane symbol!  3 Dec. 2014 - 1555 UTC - I-band 5 http://t.co/1KvTi…,"['RT', '@', 'DanLindsey77', ':', 'Typhoon', '#', 'Hagupit', '#', 'VIIRS', ""n't"", 'look', 'unlike', 'hurricane', 'symbol', '!', '3', 'Dec.', '2014', '-', '1555', 'UTC', '-', 'I-band', '5', 'http', ':', '//t.co/1KvTi…']",0.0,0.0,0,4,1,0,0,0,0,other_useful_information
2686,Typhoon Hagupit pounds several regions in the Philippines http://t.co/OBh0dPDPTO,"['Typhoon', 'Hagupit', 'pounds', 'several', 'regions', 'Philippines', 'http', ':', '//t.co/OBh0dPDPTO']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
2687,Philippine capital braces for storm as Hagupit leaves 21 dead: MANILA (Reuters) - The death toll from Typhoon... http://t.co/alv3B9Oyos,"['Philippine', 'capital', 'braces', 'storm', 'Hagupit', 'leaves', '21', 'dead', ':', 'MANILA', '(', 'Reuters', ')', '-', 'The', 'death', 'toll', 'Typhoon', '...', 'http', ':', '//t.co/alv3B9Oyos']",0.4,-0.2,0,1,0,0,0,0,0,injured_or_dead_people
2688,RT @ukinphilippines: We have updated our travel advice ref Typhoon #RubyPH / # Hagupit. Take care! https://t.co/0gwuyJ4lTx,"['RT', '@', 'ukinphilippines', ':', 'We', 'updated', 'travel', 'advice', 'ref', 'Typhoon', '#', 'RubyPH', '/', '#', 'Hagupit', '.', 'Take', 'care', '!', 'https', ':', '//t.co/0gwuyJ4lTx']",0.0,0.0,2,0,1,0,0,0,0,caution_and_advice
2689,RT @Pinoy_Quotation: Late night hugot! ὠ4ὠ4ὠ4 #RubyPH http://t.co/t47KpsZpCR,"['RT', '@', 'Pinoy_Quotation', ':', 'Late', 'night', 'hugot', '!', 'ὠ4ὠ4ὠ4', '#', 'RubyPH', 'http', ':', '//t.co/t47KpsZpCR']",0.6,-0.375,0,0,1,0,0,0,0,other_useful_information
2690,RT @LetranOfficial: Classes in all levels are still suspended tomorrow Dec 9. Pls be guided. Keep safe! #walangpasok,"['RT', '@', 'LetranOfficial', ':', 'Classes', 'levels', 'still', 'suspended', 'tomorrow', 'Dec', '9', '.', 'Pls', 'guided', '.', 'Keep', 'safe', '!', '#', 'walangpasok']",0.5,0.625,0,1,1,0,0,0,0,other_useful_information
2691,RT @MsLeaSalonga: Watching the live updates on #RubyPH on ABS-CBN. This is scary. To our countrymen in the path of the storm please stay s…,"['RT', '@', 'MsLeaSalonga', ':', 'Watching', 'live', 'updates', '#', 'RubyPH', 'ABS-CBN', '.', 'This', 'scary', '.', 'To', 'countrymen', 'path', 'storm', 'please', 'stay', 's…']",0.75,-0.18181818181818182,1,0,0,0,0,0,0,sympathy_and_emotional_support
2692,RT @CityofMalolos: #RubyPH update as of 5AM December 7 2014. http://t.co/wEapQesYXV,"['RT', '@', 'CityofMalolos', ':', '#', 'RubyPH', 'update', '5AM', 'December', '7', '2014.', 'http', ':', '//t.co/wEapQesYXV']",0.0,0.0,0,1,0,0,0,0,0,other_useful_information
2693,RT @RozelleBreedt: Hey @CityPowerJhb  your website is experiencing load shedding... #fml #Eskom #nopower #noschedule #linksareuseless,"['RT', '@', 'RozelleBreedt', ':', 'Hey', '@', 'CityPowerJhb', 'website', 'experiencing', 'load', 'shedding', '...', '#', 'fml', '#', 'Eskom', '#', 'nopower', '#', 'noschedule', '#', 'linksareuseless']",0.0,0.0,1,0,0,0,0,0,0,not_related_or_irrelevant
2694,RT @manila_bulletin: Save this emergency hotlines to your phone just in case. Stay safe everyone! #RubyPH http://t.co/BRUu5WhJrE,"['RT', '@', 'manila_bulletin', ':', 'Save', 'emergency', 'hotlines', 'phone', 'case', '.', 'Stay', 'safe', 'everyone', '!', '#', 'RubyPH', 'http', ':', '//t.co/BRUu5WhJrE']",0.5,0.625,1,0,1,0,0,0,0,caution_and_advice
2695,RT @gmanews: Moonlight over #Hagupit: @AstroTerry takes more pics directly above #RubyPH's eye http://t.co/Y6yrrpSbta http://t.co/muZTxqVGzS,"['RT', '@', 'gmanews', ':', 'Moonlight', '#', 'Hagupit', ':', '@', 'AstroTerry', 'takes', 'pics', 'directly', '#', 'RubyPH', ""'s"", 'eye', 'http', ':', '//t.co/Y6yrrpSbta', 'http', ':', '//t.co/muZTxqVGzS']",0.3,0.25,0,0,0,0,0,0,0,other_useful_information
2696,RT @AsCorrespondent: #Philippines: Yolanda (Haiyan) victims brace for another big typhoon http://t.co/ULMjaXcvuQ #TyphoonRuby #Hagupit http…,"['RT', '@', 'AsCorrespondent', ':', '#', 'Philippines', ':', 'Yolanda', '(', 'Haiyan', ')', 'victims', 'brace', 'another', 'big', 'typhoon', 'http', ':', '//t.co/ULMjaXcvuQ', '#', 'TyphoonRuby', '#', 'Hagupit', 'http…']",0.1,0.0,0,0,0,0,0,0,0,other_useful_information
2697,RT @savechildrenaus: Our teams stocking warehouse with emergency kits for distribution in #Philippines. http://t.co/W67uvINdxX #Typhoon #Ha…,"['RT', '@', 'savechildrenaus', ':', 'Our', 'teams', 'stocking', 'warehouse', 'emergency', 'kits', 'distribution', '#', 'Philippines', '.', 'http', ':', '//t.co/W67uvINdxX', '#', 'Typhoon', '#', 'Ha…']",0.0,0.0,1,0,0,0,0,0,0,other_useful_information
2698,RT @tiemsin: #RubyPH nearest in Legazpi City 10am tomorrow says @jssalceda #BePreparedPH @SaveChildrenPH,"['RT', '@', 'tiemsin', ':', '#', 'RubyPH', 'nearest', 'Legazpi', 'City', '10am', 'tomorrow', 'says', '@', 'jssalceda', '#', 'BePreparedPH', '@', 'SaveChildrenPH']",0.0,0.0,0,0,0,0,0,0,0,caution_and_advice
2699,"DepEd_ph: ""CAMARINES NORTE | #walangpasok Classes in ALL LEVELS are suspended today Dec. 5 2014 (Gov. Tallado) #RubyPH""","['DepEd_ph', ':', '``', 'CAMARINES', 'NORTE', '|', '#', 'walangpasok', 'Classes', 'ALL', 'LEVELS', 'suspended', 'today', 'Dec.', '5', '2014', '(', 'Gov', '.', 'Tallado', ')', '#', 'RubyPH', ""''""]",0.0,0.0,0,2,0,0,0,0,0,other_useful_information
2700,Philippine rescuers struggle to reach villages after typhoon 'folded homes like paper': DOLORES Philippines (...  http://t.co/Ol1IOdJJJA,"['Philippine', 'rescuers', 'struggle', 'reach', 'villages', 'typhoon', ""'folded"", 'homes', 'like', 'paper', ""'"", ':', 'DOLORES', 'Philippines', '(', '...', 'http', ':', '//t.co/Ol1IOdJJJA']",0.0,0.0,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
2701,RT @bangtanboysph: Praying for everyone's safety! ARMYs in Visayas we're here for you #RubypH,"['RT', '@', 'bangtanboysph', ':', 'Praying', 'everyone', ""'s"", 'safety', '!', 'ARMYs', 'Visayas', ""'re"", '#', 'RubypH']",0.0,0.0,2,0,1,0,0,0,0,sympathy_and_emotional_support
2702,RT @dost_pagasa: #RubyPH Update: 6:00 PM 08Dec2014 The center of Tropical Storm RUBY was located in the vicinity of San Juan Batangas (13…,"['RT', '@', 'dost_pagasa', ':', '#', 'RubyPH', 'Update', ':', '6:00', 'PM', '08Dec2014', 'The', 'center', 'Tropical', 'Storm', 'RUBY', 'located', 'vicinity', 'San', 'Juan', 'Batangas', '(', '13…']",0.1,-0.1,0,0,0,0,0,0,0,other_useful_information
2703,"RT @rapplerdotcom: Aquino hits alarmist media reports on Typhoon #RubyPH: http://t.co/gWPmZea1US ""Please be accurate.""","['RT', '@', 'rapplerdotcom', ':', 'Aquino', 'hits', 'alarmist', 'media', 'reports', 'Typhoon', '#', 'RubyPH', ':', 'http', ':', '//t.co/gWPmZea1US', '``', 'Please', 'accurate', '.', ""''""]",0.6333333333333334,0.4000000000000001,0,0,0,0,0,0,0,caution_and_advice
2704,RT @AriWeather: VIIRS imagery of Super #Typhoon #Hagupit via @NOAASatellites .. closeup of the storm center.  Monster.  #RubyPH http://t.co…,"['RT', '@', 'AriWeather', ':', 'VIIRS', 'imagery', 'Super', '#', 'Typhoon', '#', 'Hagupit', 'via', '@', 'NOAASatellites', '..', 'closeup', 'storm', 'center', '.', 'Monster', '.', '#', 'RubyPH', 'http', ':', '//t.co…']",0.3833333333333333,0.11666666666666665,0,0,0,0,0,0,0,other_useful_information
2705,RT @ABSCBNNews: 'Hagupit' now a super-typhoon: JTWC http://t.co/efU0ZZlq0K http://t.co/mhEjkns1VI #RubyPH,"['RT', '@', 'ABSCBNNews', ':', ""'Hagupit"", ""'"", 'super-typhoon', ':', 'JTWC', 'http', ':', '//t.co/efU0ZZlq0K', 'http', ':', '//t.co/mhEjkns1VI', '#', 'RubyPH']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
2706,http://t.co/7nPvQ9PqSQ | #Cebu LGUs start preparing for Typhoon #Ruby (#Hagupit),"['http', ':', '//t.co/7nPvQ9PqSQ', '|', '#', 'Cebu', 'LGUs', 'start', 'preparing', 'Typhoon', '#', 'Ruby', '(', '#', 'Hagupit', ')']",0.0,0.0,0,0,0,0,0,0,0,caution_and_advice
2707,RT @UNDP: An evacuated family in #Borongan waits as #Philippines prepares for typhoon #RubyPH #Hagupit @UNDPPH @UNDPasiapac http://t.co/Pj…,"['RT', '@', 'UNDP', ':', 'An', 'evacuated', 'family', '#', 'Borongan', 'waits', '#', 'Philippines', 'prepares', 'typhoon', '#', 'RubyPH', '#', 'Hagupit', '@', 'UNDPPH', '@', 'UNDPasiapac', 'http', ':', '//t.co/Pj…']",0.0,0.0,0,0,0,0,0,0,0,displaced_people_and_evacuations
2708,RT @ABSCBNNews: Signal no. 3 in Samar provinces as #RubyPH nears landfall http://t.co/pFvK9WGNk2 http://t.co/mVsUbH96Og,"['RT', '@', 'ABSCBNNews', ':', 'Signal', '.', '3', 'Samar', 'provinces', '#', 'RubyPH', 'nears', 'landfall', 'http', ':', '//t.co/pFvK9WGNk2', 'http', ':', '//t.co/mVsUbH96Og']",0.0,0.0,0,1,0,0,0,0,0,caution_and_advice
2709,Visit Crisis and Disaster Management Magazine &amp; review current Typhoon Ruby conditions and events underway #RubyPH http://t.co/RxrJksGLHH,"['Visit', 'Crisis', 'Disaster', 'Management', 'Magazine', '&', 'amp', ';', 'review', 'current', 'Typhoon', 'Ruby', 'conditions', 'events', 'underway', '#', 'RubyPH', 'http', ':', '//t.co/RxrJksGLHH']",0.4,0.0,0,0,0,0,0,0,0,other_useful_information
2710,RT @Federation: #Hagupit: based on preliminary indications main humanitarian needs expected to be food water access to healthcare &amp; emer…,"['RT', '@', 'Federation', ':', '#', 'Hagupit', ':', 'based', 'preliminary', 'indications', 'main', 'humanitarian', 'needs', 'expected', 'food', 'water', 'access', 'healthcare', '&', 'amp', ';', 'emer…']",0.3666666666666667,0.033333333333333326,0,0,0,0,0,0,0,donation_needs_or_offers_or_volunteering_services
2711,RT OCD: Landfall within 1 hour. Power down in areas of Samar Albay Sorsogon and Tacloban. Cell phone signal getting scratchy #RubyPH,"['RT', 'OCD', ':', 'Landfall', 'within', '1', 'hour', '.', 'Power', 'areas', 'Samar', 'Albay', 'Sorsogon', 'Tacloban', '.', 'Cell', 'phone', 'signal', 'getting', 'scratchy', '#', 'RubyPH']",0.2888888888888889,-0.15555555555555559,0,1,0,0,0,0,0,caution_and_advice
2712,RT @iammarlonramos: @MARoxas @dawende @dinkysunflower visited 2 island villages residents in Borongan assured them of govt help #RubyPH ht…,"['RT', '@', 'iammarlonramos', ':', '@', 'MARoxas', '@', 'dawende', '@', 'dinkysunflower', 'visited', '2', 'island', 'villages', 'residents', 'Borongan', 'assured', 'govt', 'help', '#', 'RubyPH', 'ht…']",0.0,0.0,1,1,0,0,0,0,0,donation_needs_or_offers_or_volunteering_services
2713,RT @OCHAAsiaPac: #Hagupit: track and population within 100km radius. Latest information here: http://t.co/TLvPKLFgkJ http://t.co/feNjAbovDf,"['RT', '@', 'OCHAAsiaPac', ':', '#', 'Hagupit', ':', 'track', 'population', 'within', '100km', 'radius', '.', 'Latest', 'information', ':', 'http', ':', '//t.co/TLvPKLFgkJ', 'http', ':', '//t.co/feNjAbovDf']",0.9,0.5,0,0,0,0,0,0,0,not_related_or_irrelevant
2714,RT @TeamLouis1DPH: List of critical areas. Emergency preparations are highly recommended. Keep safe everyone! 🙌🙏☝ Please spread. #RubyPH ht…,"['RT', '@', 'TeamLouis1DPH', ':', 'List', 'critical', 'areas', '.', 'Emergency', 'preparations', 'highly', 'recommended', '.', 'Keep', 'safe', 'everyone', '!', '🙌🙏☝', 'Please', 'spread', '.', '#', 'RubyPH', 'ht…']",0.6133333333333333,0.26166666666666666,0,0,1,0,0,0,0,caution_and_advice
2715,“@ABSCBNNews: PNP AFP response teams remove debris along a street in Tacloban City #RubyPH I via @zhandercayabyab http://t.co/5Qg0mr1Zpl”,"['“', '@', 'ABSCBNNews', ':', 'PNP', 'AFP', 'response', 'teams', 'remove', 'debris', 'along', 'street', 'Tacloban', 'City', '#', 'RubyPH', 'I', 'via', '@', 'zhandercayabyab', 'http', ':', '//t.co/5Qg0mr1Zpl', '”']",0.0,0.0,1,0,0,0,0,0,0,other_useful_information
2716,RT @sunstarcebu: In case of power disruption during #RubyPH @VECO_Cebu will repair  generators first before restoring power | @JKVSunStar,"['RT', '@', 'sunstarcebu', ':', 'In', 'case', 'power', 'disruption', '#', 'RubyPH', '@', 'VECO_Cebu', 'repair', 'generators', 'first', 'restoring', 'power', '|', '@', 'JKVSunStar']",0.3333333333333333,0.25,0,0,0,0,0,0,0,caution_and_advice
2717,RT @gpph: Yeb Saño's message resonates louder than ever with the landfall of #Hagupit. #COP20 must act for #ClimateJustice! http://t.co/tNi…,"['RT', '@', 'gpph', ':', 'Yeb', 'Saño', ""'s"", 'message', 'resonates', 'louder', 'ever', 'landfall', '#', 'Hagupit', '.', '#', 'COP20', 'must', 'act', '#', 'ClimateJustice', '!', 'http', ':', '//t.co/tNi…']",0.0,0.0,0,0,1,0,1,0,0,other_useful_information
2718,RT @BloombergNews: Philippines shutters capitol markets and schools after typhoon's fourth landfall http://t.co/oipJJVlPqa #Hagupit http:/…,"['RT', '@', 'BloombergNews', ':', 'Philippines', 'shutters', 'capitol', 'markets', 'schools', 'typhoon', ""'s"", 'fourth', 'landfall', 'http', ':', '//t.co/oipJJVlPqa', '#', 'Hagupit', 'http', ':', '/…']",0.0,0.0,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
2719,RT @REACH_info: Nice  infographic from @UNOCHA to accompany #Hagupit sitrep #3—shame the data (from sitrep #2) already out of date! http:/…,"['RT', '@', 'REACH_info', ':', 'Nice', 'infographic', '@', 'UNOCHA', 'accompany', '#', 'Hagupit', 'sitrep', '#', '3—shame', 'data', '(', 'sitrep', '#', '2', ')', 'already', 'date', '!', 'http', ':', '/…']",1.0,0.75,0,1,1,0,0,0,0,other_useful_information
2720,RT @katolikongpinoy: December 08 is Solemnity of the Immaculate Conception of the Blessed Virgin Mary #Catholic #RubyPH #YungCrushMoNa http…,"['RT', '@', 'katolikongpinoy', ':', 'December', '08', 'Solemnity', 'Immaculate', 'Conception', 'Blessed', 'Virgin', 'Mary', '#', 'Catholic', '#', 'RubyPH', '#', 'YungCrushMoNa', 'http…']",0.1,0.0,0,1,0,0,0,0,0,not_related_or_irrelevant
2721,RT @Oxfam: As the Philippines braces for #Hagupit we recall what #Haiyan has taught us: http://t.co/kbasTGAmbA http://t.co/9U2OwkwALb,"['RT', '@', 'Oxfam', ':', 'As', 'Philippines', 'braces', '#', 'Hagupit', 'recall', '#', 'Haiyan', 'taught', 'us', ':', 'http', ':', '//t.co/kbasTGAmbA', 'http', ':', '//t.co/9U2OwkwALb']",0.0,0.0,2,0,0,0,0,0,0,other_useful_information
2722,RT @DawnZpost: #RubyPH to landfall in 4-6hrs in Eastern Samar http://t.co/FG0mxDVJVc http://t.co/v4tuuTtufJ ct @DZMMTeleRadyo,"['RT', '@', 'DawnZpost', ':', '#', 'RubyPH', 'landfall', '4-6hrs', 'Eastern', 'Samar', 'http', ':', '//t.co/FG0mxDVJVc', 'http', ':', '//t.co/v4tuuTtufJ', 'ct', '@', 'DZMMTeleRadyo']",0.0,0.0,0,0,0,0,0,0,0,caution_and_advice
2723,@philredcross ever wondered who's there 4 ppl in evac centres? Health welfare &amp; youth volunteers in action #Hagupit http://t.co/UGzAo7zHn5,"['@', 'philredcross', 'ever', 'wondered', ""'s"", '4', 'ppl', 'evac', 'centres', '?', 'Health', 'welfare', '&', 'amp', ';', 'youth', 'volunteers', 'action', '#', 'Hagupit', 'http', ':', '//t.co/UGzAo7zHn5']",0.1,0.1,0,1,0,1,0,0,0,donation_needs_or_offers_or_volunteering_services
2724,RT @NBCNews: More than 1 million flee as Typhoon Hagupit tears through Philippines http://t.co/DJZ8qMn3Ax http://t.co/hDCfDQO9yL,"['RT', '@', 'NBCNews', ':', 'More', '1', 'million', 'flee', 'Typhoon', 'Hagupit', 'tears', 'Philippines', 'http', ':', '//t.co/DJZ8qMn3Ax', 'http', ':', '//t.co/hDCfDQO9yL']",0.5,0.5,0,1,0,0,0,0,0,displaced_people_and_evacuations
2725,Know whether your area is on the list of provinces critical as #Hagupit approaches Philippines.  Fore more... http://t.co/KLJ0i08zPn,"['Know', 'whether', 'area', 'list', 'provinces', 'critical', '#', 'Hagupit', 'approaches', 'Philippines', '.', 'Fore', '...', 'http', ':', '//t.co/KLJ0i08zPn']",0.65,0.25,1,0,0,0,0,0,0,other_useful_information
