,tweet_text,tokenized_text,Subjectivity,polarity,nb_pronouns,nb_numerals,nb_exclm,nb_ques,count_modal_verbs,count_wh_words,nb_slang,label
1365,Money talks in #Ebola drug development pipeline Via @nprnews: Investors Pump Prospects Of Unproven Ebola Treatments http://t.co/kNpfgJ6JSi,"['Money', 'talks', '#', 'Ebola', 'drug', 'development', 'pipeline', 'Via', '@', 'nprnews', ':', 'Investors', 'Pump', 'Prospects', 'Of', 'Unproven', 'Ebola', 'Treatments', 'http', ':', '//t.co/kNpfgJ6JSi']",0.0,0.0,0,0,0,0,0,0,0,treatment
1366,RT @ByronBayMango: While Tony Abbott waits for #Ebola to get to #Australia President Obama attacks the disease at the source. #auspol,"['RT', '@', 'ByronBayMango', ':', 'While', 'Tony', 'Abbott', 'waits', '#', 'Ebola', 'get', '#', 'Australia', 'President', 'Obama', 'attacks', 'disease', 'source', '.', '#', 'auspol']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
1367,RT @Aethlon_Medical: Our CEO sat down with @LaurenPhinneyTV of @KUSI_News to discuss the #Hemopurifier for #Ebola treatment. http://t.co/9n…,"['RT', '@', 'Aethlon_Medical', ':', 'Our', 'CEO', 'sat', '@', 'LaurenPhinneyTV', '@', 'KUSI_News', 'discuss', '#', 'Hemopurifier', '#', 'Ebola', 'treatment', '.', 'http', ':', '//t.co/9n…']",0.2888888888888889,-0.15555555555555559,1,0,0,0,0,0,0,treatment
1368,RT @jpodhoretz: Who would have bet a week ago there would be no question about Ebola or Gaza?,"['RT', '@', 'jpodhoretz', ':', 'Who', 'would', 'bet', 'week', 'ago', 'would', 'question', 'Ebola', 'Gaza', '?']",0.0,0.0,0,0,0,1,2,1,0,not_related_or_irrelevant
1369,Salt water or whatever does not cure/prevent ebola! Its a dangerous rumour! Haeew nigerians   #DontBeGulible #IgnoranceIsADisease,"['Salt', 'water', 'whatever', 'cure/prevent', 'ebola', '!', 'Its', 'dangerous', 'rumour', '!', 'Haeew', 'nigerians', '#', 'DontBeGulible', '#', 'IgnoranceIsADisease']",0.9,-0.75,1,0,2,0,0,0,0,prevention
1370,RT @WebMD: .@NIH official Anthony Fauci MD answers questions about #Ebola; explains how the virus spreads and can be stopped. http://t.co…,"['RT', '@', 'WebMD', ':', '.', '@', 'NIH', 'official', 'Anthony', 'Fauci', 'MD', 'answers', 'questions', '#', 'Ebola', ';', 'explains', 'virus', 'spreads', 'stopped', '.', 'http', ':', '//t.co…']",0.0,0.0,0,0,0,0,0,0,0,disease_transmission
1371,RT @LaurenMatter: #Breaking: Amarillo hospital on lockdown after patient showed up with Ebola-like symptoms. Officials says he is high risk…,"['RT', '@', 'LaurenMatter', ':', '#', 'Breaking', ':', 'Amarillo', 'hospital', 'lockdown', 'patient', 'showed', 'Ebola-like', 'symptoms', '.', 'Officials', 'says', 'high', 'risk…']",0.5399999999999999,0.16,1,0,0,0,0,0,0,disease_signs_or_symptoms
1372,Reading @intelligencer: #Ebola Is a Disease That Punishes False Confidence http://t.co/GlV947Mviq,"['Reading', '@', 'intelligencer', ':', '#', 'Ebola', 'Is', 'Disease', 'That', 'Punishes', 'False', 'Confidence', 'http', ':', '//t.co/GlV947Mviq']",0.6,-0.4000000000000001,0,0,0,0,0,0,0,other_useful_information
1373,RT @PHE_uk: If you’re looking for #Ebola information our blog answers some key questions: http://t.co/8FSd9moZgS http://t.co/zqB67Rcpyt,"['RT', '@', 'PHE_uk', ':', 'If', '’', 'looking', '#', 'Ebola', 'information', 'blog', 'answers', 'key', 'questions', ':', 'http', ':', '//t.co/8FSd9moZgS', 'http', ':', '//t.co/zqB67Rcpyt']",1.0,0.0,2,0,0,0,0,0,0,other_useful_information
1374,Ebola outbreak: Ogun State writes Pastor Adeboye:    Following the outbreak of Ebola disease in Nigeria the O... http://t.co/7DVD6kLBhD,"['Ebola', 'outbreak', ':', 'Ogun', 'State', 'writes', 'Pastor', 'Adeboye', ':', 'Following', 'outbreak', 'Ebola', 'disease', 'Nigeria', 'O', '...', 'http', ':', '//t.co/7DVD6kLBhD']",0.1,0.0,0,0,0,0,0,0,0,affected_people
1375,Ebola virus: Nine things to know about the killer disease - CNN: Economic TimesEbola virus: Nine things to kno... http://t.co/O7znqcdJk3,"['Ebola', 'virus', ':', 'Nine', 'things', 'know', 'killer', 'disease', '-', 'CNN', ':', 'Economic', 'TimesEbola', 'virus', ':', 'Nine', 'things', 'kno', '...', 'http', ':', '//t.co/O7znqcdJk3']",0.2,0.2,0,0,0,0,0,0,0,other_useful_information
1376,RT @NewDay: In light of #Ebola we're wondering how can science predict disease outbreaks? @carloswatson explains on #NewDay at 7:50amET.,"['RT', '@', 'NewDay', ':', 'In', 'light', '#', 'Ebola', ""'re"", 'wondering', 'science', 'predict', 'disease', 'outbreaks', '?', '@', 'carloswatson', 'explains', '#', 'NewDay', '7:50amET', '.']",0.7,0.4,1,0,0,1,0,0,0,other_useful_information
1377,The 20-Year-Old Ebola Treatment That Could Save Kent Brantly http://t.co/Nd0xBPsB2F,"['The', '20-Year-Old', 'Ebola', 'Treatment', 'That', 'Could', 'Save', 'Kent', 'Brantly', 'http', ':', '//t.co/Nd0xBPsB2F']",0.0,0.0,0,0,0,0,1,0,0,treatment
1378,RT @DoubleEph: If someone died of Ebola before Sawyer came to Nigeria how would we know? Honest question,"['RT', '@', 'DoubleEph', ':', 'If', 'someone', 'died', 'Ebola', 'Sawyer', 'came', 'Nigeria', 'would', 'know', '?', 'Honest', 'question']",0.9,0.6,1,0,0,1,1,0,0,other_useful_information
1379,RT @Rheumatologe: First symptoms are headache myalgia fatigue and fever as in many viral infections. #FactsOnEbola #EbolaOutbreak #Ebola,"['RT', '@', 'Rheumatologe', ':', 'First', 'symptoms', 'headache', 'myalgia', 'fatigue', 'fever', 'many', 'viral', 'infections', '.', '#', 'FactsOnEbola', '#', 'EbolaOutbreak', '#', 'Ebola']",0.41666666666666663,0.375,0,0,0,0,0,0,0,disease_signs_or_symptoms
1380,RT @DrFriedenCDC: We will break the chain of #Ebola transmission infections through meticulous contact tracing isolation &amp; adherence to pr…,"['RT', '@', 'DrFriedenCDC', ':', 'We', 'break', 'chain', '#', 'Ebola', 'transmission', 'infections', 'meticulous', 'contact', 'tracing', 'isolation', '&', 'amp', ';', 'adherence', 'pr…']",0.0,0.0,1,0,0,0,0,0,0,disease_transmission
1381,Hey @megtirrell when you and all the other mainstream media hacks begin to ask tough questions the public will get some truth. #Ebola,"['Hey', '@', 'megtirrell', 'mainstream', 'media', 'hacks', 'begin', 'ask', 'tough', 'questions', 'public', 'get', 'truth', '.', '#', 'Ebola']",0.42500000000000004,-0.17129629629629628,1,0,0,0,0,0,0,not_related_or_irrelevant
1382,RT @DrFriedenCDC: We know how to stop #Ebola from spreading w/ basic epi &amp; response: find disease isolate patients trace/monitor contacts…,"['RT', '@', 'DrFriedenCDC', ':', 'We', 'know', 'stop', '#', 'Ebola', 'spreading', 'w/', 'basic', 'epi', '&', 'amp', ';', 'response', ':', 'find', 'disease', 'isolate', 'patients', 'trace/monitor', 'contacts…']",0.125,0.0,1,0,0,0,0,0,0,prevention
1383,RT @TheMandyMoore: Campaign for #Ebola #prevention to target 2M #Liberians in 6 months supported by @PSIimpact+@mercycorps+@USAID http://t…,"['RT', '@', 'TheMandyMoore', ':', 'Campaign', '#', 'Ebola', '#', 'prevention', 'target', '2M', '#', 'Liberians', '6', 'months', 'supported', '@', 'PSIimpact+', '@', 'mercycorps+', '@', 'USAID', 'http', ':', '//t…']",0.0,0.0,0,1,0,0,0,0,0,prevention
1384,RT @SamanthaLPrice: Via @NatureNews: #Ebola by numbers: 1person infected usually spreads the disease to 1-2people http://t.co/22sn4UGx1R ht…,"['RT', '@', 'SamanthaLPrice', ':', 'Via', '@', 'NatureNews', ':', '#', 'Ebola', 'numbers', ':', '1person', 'infected', 'usually', 'spreads', 'disease', '1-2people', 'http', ':', '//t.co/22sn4UGx1R', 'ht…']",0.25,-0.25,0,0,0,0,0,0,0,disease_transmission
1385,RT @ebolafacts: #ebolasymptoms - stomach pain and lack of appetite. Learn more about the signs of Ebola here - http://t.co/V0dt0h7Idc http:…,"['RT', '@', 'ebolafacts', ':', '#', 'ebolasymptoms', '-', 'stomach', 'pain', 'lack', 'appetite', '.', 'Learn', 'signs', 'Ebola', '-', 'http', ':', '//t.co/V0dt0h7Idc', 'http', ':', '…']",0.5,0.5,0,0,0,0,0,0,0,disease_signs_or_symptoms
1386,RT @ECDC_EU: The risk of #Ebola virus arriving in the EU will not be eliminated until transmission stops in West Africa. http://t.co/AyToT2…,"['RT', '@', 'ECDC_EU', ':', 'The', 'risk', '#', 'Ebola', 'virus', 'arriving', 'EU', 'eliminated', 'transmission', 'stops', 'West', 'Africa', '.', 'http', ':', '//t.co/AyToT2…']",0.0,0.0,0,0,0,0,0,0,0,disease_transmission
1387,"Two studies by U.S. #Army scientists&gt; #AIRBORNE #Ebola “caused a rapidly fatal disease in 4-5 days"" http://t.co/LiptUoYdZ6 #EbolaOutbreak","['Two', 'studies', 'U.S.', '#', 'Army', 'scientists', '&', 'gt', ';', '#', 'AIRBORNE', '#', 'Ebola', '“', 'caused', 'rapidly', 'fatal', 'disease', '4-5', 'days', ""''"", 'http', ':', '//t.co/LiptUoYdZ6', '#', 'EbolaOutbreak']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
1388,instead of eating bitter cola n bathing with salt n water 4 Ebola prevention EAT d word of God n bathe with Jesus' blood.,"['instead', 'eating', 'bitter', 'cola', 'n', 'bathing', 'salt', 'n', 'water', '4', 'Ebola', 'prevention', 'EAT', 'word', 'God', 'n', 'bathe', 'Jesus', ""'"", 'blood', '.']",0.5,-0.1,0,1,0,0,0,0,0,prevention
1389,"#TinderProblems: If your questioning stops at ""how about you?"" We probably won't get along.   #ASquareHasFourSidesAConversationHasTwo","['#', 'TinderProblems', ':', 'If', 'questioning', 'stops', '``', '?', ""''"", 'We', 'probably', 'wo', ""n't"", 'get', 'along', '.', '#', 'ASquareHasFourSidesAConversationHasTwo']",0.0,0.0,3,0,0,1,0,0,0,not_related_or_irrelevant
1390,Health &amp; Human Services Dallas hospital rep. CDC NIH USDA etc. are amongst the powerful panel on Captiol Hill now!!!! #Ebola,"['Health', '&', 'amp', ';', 'Human', 'Services', 'Dallas', 'hospital', 'rep.', 'CDC', 'NIH', 'USDA', 'etc', '.', 'amongst', 'powerful', 'panel', 'Captiol', 'Hill', '!', '!', '!', '!', '#', 'Ebola']",0.55,0.3662109375,0,0,4,0,0,0,0,treatment
1391,RT @InaudibleNoise: I've been thinking...Maybe it would be a good idea for the CDC to focus disease prevention instead of bike paths &amp; food…,"['RT', '@', 'InaudibleNoise', ':', 'I', ""'ve"", 'thinking', '...', 'Maybe', 'would', 'good', 'idea', 'CDC', 'focus', 'disease', 'prevention', 'instead', 'bike', 'paths', '&', 'amp', ';', 'food…']",0.6000000000000001,0.7,2,0,0,0,1,0,0,prevention
1392,Social mobilization and public education on #Ebola is critical. Communities must understand the importance prevention and patient care,"['Social', 'mobilization', 'public', 'education', '#', 'Ebola', 'critical', '.', 'Communities', 'must', 'understand', 'importance', 'prevention', 'patient', 'care']",0.3111111111111111,0.011111111111111112,0,0,0,0,1,0,0,prevention
1393,RT @ebolareadiness: A plain language overview of common #Ebola symptoms. Know when it's time to worry and when it's not! http://t.co/jKfHf…,"['RT', '@', 'ebolareadiness', ':', 'A', 'plain', 'language', 'overview', 'common', '#', 'Ebola', 'symptoms', '.', 'Know', ""'s"", 'time', 'worry', ""'s"", '!', 'http', ':', '//t.co/jKfHf…']",0.4285714285714286,-0.29464285714285715,2,0,1,0,0,0,0,disease_signs_or_symptoms
1394,9 Things To Know About The Killer Disease Ebola By CNN’s Dr. Gupta http://t.co/2xkg9bDSFd via @TheTrentOnline,"['9', 'Things', 'To', 'Know', 'About', 'The', 'Killer', 'Disease', 'Ebola', 'By', 'CNN', '’', 'Dr.', 'Gupta', 'http', ':', '//t.co/2xkg9bDSFd', 'via', '@', 'TheTrentOnline']",0.0,0.0,0,1,0,0,0,0,0,other_useful_information
1395,LRT and u keep thinking ebola is a mysterious disease. The US just happens to have a serum for a disease that has a 90% death rate! Hmmmm,"['LRT', 'u', 'keep', 'thinking', 'ebola', 'mysterious', 'disease', '.', 'The', 'US', 'happens', 'serum', 'disease', '90', '%', 'death', 'rate', '!', 'Hmmmm']",1.0,0.0,0,1,1,0,0,0,1,treatment
1396,RT “@weathernetwork: Ontario man being treated in Brampton hospital for Ebola-like symptoms: http://t.co/Yfxp0AZp2I http://t.co/zcK7JpTp5d”,"['RT', '“', '@', 'weathernetwork', ':', 'Ontario', 'man', 'treated', 'Brampton', 'hospital', 'Ebola-like', 'symptoms', ':', 'http', ':', '//t.co/Yfxp0AZp2I', 'http', ':', '//t.co/zcK7JpTp5d', '”']",0.0,0.0,0,0,0,0,0,0,0,treatment
1397,RT @wfaalauren: .@CDCgov tells me Amber Vinson called to tell them she had a 99.5 temp but no other #ebola symptoms &amp; they said she could b…,"['RT', '@', 'wfaalauren', ':', '.', '@', 'CDCgov', 'tells', 'Amber', 'Vinson', 'called', 'tell', '99.5', 'temp', '#', 'ebola', 'symptoms', '&', 'amp', ';', 'said', 'could', 'b…']",0.375,0.0625,5,0,0,0,1,0,0,disease_signs_or_symptoms
1398,#Ebola @Barack Obama said it was just a JV disease????,"['#', 'Ebola', '@', 'Barack', 'Obama', 'said', 'JV', 'disease', '?', '?', '?', '?']",0.0,0.0,1,0,0,4,0,0,0,not_related_or_irrelevant
1399,RT @CDCgov: Get the facts about #Ebola. Here’s what you need to know about when a person can spread the disease to others. http://t.co/DxeS…,"['RT', '@', 'CDCgov', ':', 'Get', 'facts', '#', 'Ebola', '.', 'Here', '’', 'need', 'know', 'person', 'spread', 'disease', 'others', '.', 'http', ':', '//t.co/DxeS…']",0.0,0.0,1,0,0,0,0,0,0,disease_transmission
1400,RT @RWSurferGirl: OMFG Obama can't even answer a simple question about whether or not we would supply the drug to other countries to help t…,"['RT', '@', 'RWSurferGirl', ':', 'OMFG', 'Obama', 'ca', ""n't"", 'even', 'answer', 'simple', 'question', 'whether', 'would', 'supply', 'drug', 'countries', 'help', 't…']",0.3660714285714286,-0.0625,1,0,0,0,1,0,0,other_useful_information
1401,RT @tnrockymom: #Yale #student who traveled 2 Liberia #hospitalized w/#Ebola symptoms: http://t.co/TtvtNOWrJc #lnyhbt#pjnet #tcot @CDCgov #…,"['RT', '@', 'tnrockymom', ':', '#', 'Yale', '#', 'student', 'traveled', '2', 'Liberia', '#', 'hospitalized', 'w/', '#', 'Ebola', 'symptoms', ':', 'http', ':', '//t.co/TtvtNOWrJc', '#', 'lnyhbt', '#', 'pjnet', '#', 'tcot', '@', 'CDCgov', '#', '…']",0.0,0.0,0,1,0,0,0,0,0,affected_people
1402,"It's real fa ""@dammytintin_1: Another disease?...EBOLA madness *sigh*""","['It', ""'s"", 'real', 'fa', '``', '@', 'dammytintin_1', ':', 'Another', 'disease', '?', '...', 'EBOLA', 'madness', '*', 'sigh', '*', ""''""]",0.30000000000000004,0.2,1,0,0,1,0,0,0,not_related_or_irrelevant
1403,Sage Smoke Rainbow Money Signs,"['Sage', 'Smoke', 'Rainbow', 'Money', 'Signs']",0.0,0.0,0,0,0,0,0,0,0,not_related_or_irrelevant
1404,VIDEO: Ebola drug 'poses ethics questions': Tarik Jasarevic from the World Health Organisation told the BBC th... http://t.co/VPViUyqZVJ,"['VIDEO', ':', 'Ebola', 'drug', ""'poses"", 'ethics', 'questions', ""'"", ':', 'Tarik', 'Jasarevic', 'World', 'Health', 'Organisation', 'told', 'BBC', 'th', '...', 'http', ':', '//t.co/VPViUyqZVJ']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
1405,Abuja Schools Resume Screen Pupils for Symptoms of Ebola Virus http://t.co/v3hxYQaJBJ via @naijaxclusive,"['Abuja', 'Schools', 'Resume', 'Screen', 'Pupils', 'Symptoms', 'Ebola', 'Virus', 'http', ':', '//t.co/v3hxYQaJBJ', 'via', '@', 'naijaxclusive']",0.0,0.0,0,0,0,0,0,0,0,disease_signs_or_symptoms
1406,RT @nytimesscience: Second drug is allowed for treatment of Ebola http://t.co/4dylwQ5YDx,"['RT', '@', 'nytimesscience', ':', 'Second', 'drug', 'allowed', 'treatment', 'Ebola', 'http', ':', '//t.co/4dylwQ5YDx']",0.0,0.0,0,0,0,0,0,0,0,treatment
1407,RT @MotherJones: Don't freak out about Ebola. Freak about these 5 diseases which are much worse and much more common http://t.co/nSVmm1GE6Q,"['RT', '@', 'MotherJones', ':', 'Do', ""n't"", 'freak', 'Ebola', '.', 'Freak', '5', 'diseases', 'much', 'worse', 'much', 'common', 'http', ':', '//t.co/nSVmm1GE6Q']",0.5333333333333333,-0.06666666666666667,0,1,0,0,0,0,0,other_useful_information
1408,RT @PHammondMP: #Ebola Chaired COBR by secure link from New York. The UK is leading the international drive against this awful disease in S…,"['RT', '@', 'PHammondMP', ':', '#', 'Ebola', 'Chaired', 'COBR', 'secure', 'link', 'New', 'York', '.', 'The', 'UK', 'leading', 'international', 'drive', 'awful', 'disease', 'S…']",0.5136363636363637,-0.1159090909090909,0,0,0,0,0,0,0,other_useful_information
1409,#Tyranny is A Disease #Ebola #Obama #tcot #pjnet #tgdn #rednationrising #ccot #UniteRight #CDC #NRA #Obola http://t.co/y1Zj1UFdo4,"['#', 'Tyranny', 'A', 'Disease', '#', 'Ebola', '#', 'Obama', '#', 'tcot', '#', 'pjnet', '#', 'tgdn', '#', 'rednationrising', '#', 'ccot', '#', 'UniteRight', '#', 'CDC', '#', 'NRA', '#', 'Obola', 'http', ':', '//t.co/y1Zj1UFdo4']",0.0,0.0,0,0,0,0,0,0,0,not_related_or_irrelevant
1410,As far as I'm aware  #Ebola has a three week onset time. So there may not be showing symptoms at airport screenings.,"['As', 'far', 'I', ""'m"", 'aware', '#', 'Ebola', 'three', 'week', 'onset', 'time', '.', 'So', 'may', 'showing', 'symptoms', 'airport', 'screenings', '.']",0.625,0.175,1,0,0,0,1,0,0,disease_signs_or_symptoms
1411,RT @FoxNews: Some Americans still have questions on how #Ebola is transmitted. How to protect yourself: http://t.co/0qPejAZp3I http://t.co/…,"['RT', '@', 'FoxNews', ':', 'Some', 'Americans', 'still', 'questions', '#', 'Ebola', 'transmitted', '.', 'How', 'protect', ':', 'http', ':', '//t.co/0qPejAZp3I', 'http', ':', '//t.co/…']",0.0,0.0,1,0,0,0,0,1,0,disease_transmission
1412,Red Cross injecting people who then go on to develop #Ebola symptoms http://t.co/kBGGdGr3uN,"['Red', 'Cross', 'injecting', 'people', 'go', 'develop', '#', 'Ebola', 'symptoms', 'http', ':', '//t.co/kBGGdGr3uN']",0.0,0.0,0,0,0,0,0,0,0,prevention
1413,Ebola virus disease update – West Africa: GENEVA Switzerland August 6 2014/African Press Organization (APO)... http://t.co/hTSNwHiPJf,"['Ebola', 'virus', 'disease', 'update', '–', 'West', 'Africa', ':', 'GENEVA', 'Switzerland', 'August', '6', '2014/African', 'Press', 'Organization', '(', 'APO', ')', '...', 'http', ':', '//t.co/hTSNwHiPJf']",0.0,0.0,0,1,0,0,0,0,0,other_useful_information
1414,@servative #Obama administration ignored the CDC's #Ebola outbreak prevention advice given in 2008 - WA Times. http://t.co/biONKTvIw5,"['@', 'servative', '#', 'Obama', 'administration', 'ignored', 'CDC', ""'s"", '#', 'Ebola', 'outbreak', 'prevention', 'advice', 'given', '2008', '-', 'WA', 'Times', '.', 'http', ':', '//t.co/biONKTvIw5']",0.0,0.0,0,1,0,0,0,0,0,prevention
1415,RT @AlArabiya_Eng: Canada quarantines patient with #Ebola-like symptoms http://t.co/oppDsFRZNV  http://t.co/0QsRoPuMRW,"['RT', '@', 'AlArabiya_Eng', ':', 'Canada', 'quarantines', 'patient', '#', 'Ebola-like', 'symptoms', 'http', ':', '//t.co/oppDsFRZNV', 'http', ':', '//t.co/0QsRoPuMRW']",0.0,0.0,0,0,0,0,0,0,0,disease_signs_or_symptoms
1416,RT @BrianCollinson: Panicking over #ebola isn't going to help and could be far worse in its overall impact than the disease. #MassPsychosis,"['RT', '@', 'BrianCollinson', ':', 'Panicking', '#', 'ebola', ""n't"", 'going', 'help', 'could', 'far', 'worse', 'overall', 'impact', 'disease', '.', '#', 'MassPsychosis']",0.5333333333333333,-0.10000000000000002,1,0,0,0,1,0,0,other_useful_information
1417,RT @TexTheLaw: Fear not this Ebola's assault Kick back take a sip of your malt Disease will disperse If you just immerse Yourself &amp; your f…,"['RT', '@', 'TexTheLaw', ':', 'Fear', 'Ebola', ""'s"", 'assault', 'Kick', 'back', 'take', 'sip', 'malt', 'Disease', 'disperse', 'If', 'immerse', 'Yourself', '&', 'amp', ';', 'f…']",0.0,0.0,3,0,0,0,0,0,0,treatment
1418,Here’s What You Need to Know About the CDC’s Ebola Alert: The Centers for Disease Control and Prevention (CDC)... http://t.co/DmxsdiOwi2,"['Here', '’', 'What', 'You', 'Need', 'Know', 'About', 'CDC', '’', 'Ebola', 'Alert', ':', 'The', 'Centers', 'Disease', 'Control', 'Prevention', '(', 'CDC', ')', '...', 'http', ':', '//t.co/DmxsdiOwi2']",0.0,0.0,1,0,0,0,0,1,0,other_useful_information
1419,Got a question for Kini Zamora? #SUMMITFest2014,"['Got', 'question', 'Kini', 'Zamora', '?', '#', 'SUMMITFest2014']",0.0,0.0,0,0,0,1,0,0,0,not_related_or_irrelevant
1420,#FactsNotFear live chat on #11Alive ends at 2pm. Ask the experts your questions about #Ebola,"['#', 'FactsNotFear', 'live', 'chat', '#', '11Alive', 'ends', '2pm', '.', 'Ask', 'experts', 'questions', '#', 'Ebola']",0.5,0.13636363636363635,1,0,0,0,0,0,0,other_useful_information
1421,Dozens Flock to New Liberia Ebola Treatment Center: New Liberia Ebola treatment center receives more than 100 ... http://t.co/Gc70sRmcDb,"['Dozens', 'Flock', 'New', 'Liberia', 'Ebola', 'Treatment', 'Center', ':', 'New', 'Liberia', 'Ebola', 'treatment', 'center', 'receives', '100', '...', 'http', ':', '//t.co/Gc70sRmcDb']",0.32181818181818184,0.11454545454545455,0,1,0,0,0,0,0,treatment
1422,RT @speedprayers: God we Pray for a Vaccine for Ebola virus will be found in arresting this deadly disease~IJN Amen,"['RT', '@', 'speedprayers', ':', 'God', 'Pray', 'Vaccine', 'Ebola', 'virus', 'found', 'arresting', 'deadly', 'disease~IJN', 'Amen']",0.4,-0.2,1,0,0,0,0,0,0,other_useful_information
1423,RT @ade_adekunle: Ebola: Fears strike Canadian hospital as patient isolated following 'flu-like symptoms'  http://t.co/ViwA5bGmyZ…-like-sym…,"['RT', '@', 'ade_adekunle', ':', 'Ebola', ':', 'Fears', 'strike', 'Canadian', 'hospital', 'patient', 'isolated', 'following', ""'flu-like"", 'symptoms', ""'"", 'http', ':', '//t.co/ViwA5bGmyZ…-like-sym…']",0.1,0.0,0,0,0,0,0,0,0,affected_people
1424,[LEADERSHIP] Jigawa Strengthens Disease Surveillance System: Following the report on the spread of the Ebola v... http://t.co/fzF42Fi9Gt,"['[', 'LEADERSHIP', ']', 'Jigawa', 'Strengthens', 'Disease', 'Surveillance', 'System', ':', 'Following', 'report', 'spread', 'Ebola', 'v', '...', 'http', ':', '//t.co/fzF42Fi9Gt']",0.1,0.0,0,0,0,0,0,0,0,prevention
1425,@wombleweb @Brainman365 some have jumped on the ebola bandwagon on their websites promoting their nonsense as a prevention.,"['@', 'wombleweb', '@', 'Brainman365', 'jumped', 'ebola', 'bandwagon', 'websites', 'promoting', 'nonsense', 'prevention', '.']",0.0,0.0,2,0,0,0,0,0,0,other_useful_information
1426,RT @MailOnline: Ebola-stricken missionary becomes first person to be brought to Europe for treatment http://t.co/puwJwH4VHd,"['RT', '@', 'MailOnline', ':', 'Ebola-stricken', 'missionary', 'becomes', 'first', 'person', 'brought', 'Europe', 'treatment', 'http', ':', '//t.co/puwJwH4VHd']",0.3333333333333333,0.25,0,0,0,0,0,0,0,treatment
1427,What are #Ebola's transmission vectors? How can you protect yourself from infection #tcot #preppertalk #survival http://t.co/LYcvemhmzb … …,"['What', '#', 'Ebola', ""'s"", 'transmission', 'vectors', '?', 'How', 'protect', 'infection', '#', 'tcot', '#', 'preppertalk', '#', 'survival', 'http', ':', '//t.co/LYcvemhmzb', '…', '…']",0.0,0.0,2,0,0,1,0,2,0,disease_transmission
1428,"Get these gorgeous nail art charms! @simplyspoiledbe #nailart #nails #mydesigns4you Coupon code ""design"" 40% OFF! http://t.co/KNrmVnu7vC","['Get', 'gorgeous', 'nail', 'art', 'charms', '!', '@', 'simplyspoiledbe', '#', 'nailart', '#', 'nails', '#', 'mydesigns4you', 'Coupon', 'code', '``', 'design', ""''"", '40', '%', 'OFF', '!', 'http', ':', '//t.co/KNrmVnu7vC']",0.9,1.0,0,1,2,0,0,0,0,not_related_or_irrelevant
1429,RT @drkerrynphelps: Amazing to hear the news of successful experimental treatment of two people with #Ebola virus,"['RT', '@', 'drkerrynphelps', ':', 'Amazing', 'hear', 'news', 'successful', 'experimental', 'treatment', 'two', 'people', '#', 'Ebola', 'virus']",0.75,0.4833333333333334,0,0,0,0,0,0,0,treatment
1430,RT @MayorsAlliance: Questions and Answers about #Ebola and Pets @CDCgov http://t.co/iOoni14ZuJ,"['RT', '@', 'MayorsAlliance', ':', 'Questions', 'Answers', '#', 'Ebola', 'Pets', '@', 'CDCgov', 'http', ':', '//t.co/iOoni14ZuJ']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
1431,RT @rleuty_biotech: Potential ebola treatment finds backers in crowd-funded campaign http://t.co/GqM4FU6nt3 via @SFBusinessTimes,"['RT', '@', 'rleuty_biotech', ':', 'Potential', 'ebola', 'treatment', 'finds', 'backers', 'crowd-funded', 'campaign', 'http', ':', '//t.co/GqM4FU6nt3', 'via', '@', 'SFBusinessTimes']",1.0,0.0,0,0,0,0,0,0,0,treatment
1432,RT @nytimes: An Obscure Biotech Firm Hurries Ebola Treatment http://t.co/2hpBhhJe3f,"['RT', '@', 'nytimes', ':', 'An', 'Obscure', 'Biotech', 'Firm', 'Hurries', 'Ebola', 'Treatment', 'http', ':', '//t.co/2hpBhhJe3f']",0.4,-0.2,0,0,0,0,0,0,0,treatment
1433,RT @CoolNerd_: RT @DatAshewoBoy: Y'all can Spread Ebola Prevention news but cant Spread God's Word..... http://t.co/D7vXd29fZS,"['RT', '@', 'CoolNerd_', ':', 'RT', '@', 'DatAshewoBoy', ':', ""Y'all"", 'Spread', 'Ebola', 'Prevention', 'news', 'cant', 'Spread', 'God', ""'s"", 'Word', '.....', 'http', ':', '//t.co/D7vXd29fZS']",0.0,0.0,0,0,0,0,0,0,0,prevention
1434,Amber #Vinson second #Dallas nurse infected with #Ebola took a flight just one day before reporting symptoms http://t.co/b9iNtuUwWt,"['Amber', '#', 'Vinson', 'second', '#', 'Dallas', 'nurse', 'infected', '#', 'Ebola', 'took', 'flight', 'one', 'day', 'reporting', 'symptoms', 'http', ':', '//t.co/b9iNtuUwWt']",0.0,0.0,0,0,0,0,0,0,0,affected_people
1435,RT @NicholasAssef: Ebola Outbreak in West Africa: Questions and Answers http://t.co/Aq1BL7hcJe,"['RT', '@', 'NicholasAssef', ':', 'Ebola', 'Outbreak', 'West', 'Africa', ':', 'Questions', 'Answers', 'http', ':', '//t.co/Aq1BL7hcJe']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
